Id	Obec	Okres	Kraj	PSČ	X	Y
0B16	Luká	Olomouc	Olomoucký kraj	78324	16947	49649
0B1C	Lukavice	Šumperk	Olomoucký kraj	78901	16920	49823
0B29	Lutín	Olomouc	Olomoucký kraj	78349	17135	49558
0B36	Lužice	Olomouc	Olomoucký kraj	78501	17259	49715
0B44	Majetín	Olomouc	Olomoucký kraj	75103	17333	49498
0B4C	Malá Morava	Šumperk	Olomoucký kraj	78833	16826	50096
0B58	Malé Hradisko	Prostějov	Olomoucký kraj	79849	16876	49493
0B64	Maletín	Šumperk	Olomoucký kraj	78901	16787	49799
0B66	Malhotice	Přerov	Olomoucký kraj	75353	17764	49490
0B9E	Medlov	Olomouc	Olomoucký kraj	78391	17062	49787
0BB2	Měrotín	Olomouc	Olomoucký kraj	78324	17001	49692
0BB3	Měrovice nad Hanou	Přerov	Olomoucký kraj	75201	17245	49341
0BBA	Město Libavá	Olomouc	Olomoucký kraj	78307	17520	49721
0BDD	Mikulovice	Jeseník	Olomoucký kraj	79084	17321	50298
0BE5	Milenov	Přerov	Olomoucký kraj	75361	17667	49562
0BF9	Milotice nad Bečvou	Přerov	Olomoucký kraj	75367	17839	49536
0C09	Mírov	Šumperk	Olomoucký kraj	78901	16847	49798
0C1D	Mladeč	Olomouc	Olomoucký kraj	78321	17019	49705
0C20	Mladějovice	Olomouc	Olomoucký kraj	78501	17231	49752
0C42	Mohelnice	Šumperk	Olomoucký kraj	78985	16919	49777
0C5E	Moravičany	Šumperk	Olomoucký kraj	78982	16960	49757
0C67	Moravský Beroun	Olomouc	Olomoucký kraj	79305	17442	49793
0C6D	Mořice	Prostějov	Olomoucký kraj	79828	17196	49330
0C74	Mostkovice	Prostějov	Olomoucký kraj	79802	17052	49472
0C80	Mrsklesy	Olomouc	Olomoucký kraj	78365	17401	49602
0C8E	Mutkov	Olomouc	Olomoucký kraj	79351	17284	49801
0C90	Myslejovice	Prostějov	Olomoucký kraj	79805	17027	49406
0CA6	Nahošovice	Přerov	Olomoucký kraj	75114	17578	49437
0CA8	Náklo	Olomouc	Olomoucký kraj	78332	17129	49654
0CAD	Náměšť na Hané	Olomouc	Olomoucký kraj	78344	17065	49602
0CD8	Nelešovice	Přerov	Olomoucký kraj	75103	17388	49510
0CE4	Němčice nad Hanou	Prostějov	Olomoucký kraj	79827	17206	49341
0CEA	Nemile	Šumperk	Olomoucký kraj	78901	16847	49874
0D1E	Nezamyslice	Prostějov	Olomoucký kraj	79826	17173	49325
0D2E	Niva	Prostějov	Olomoucký kraj	79861	16851	49445
0D34	Norberčany	Olomouc	Olomoucký kraj	79305	17506	49754
0D3C	Nová Hradečná	Olomouc	Olomoucký kraj	78383	17077	49834
0D8C	Nový Malín	Šumperk	Olomoucký kraj	78803	17032	49942
0DA0	Obědkovice	Prostějov	Olomoucký kraj	79823	17227	49394
0DC2	Ohrozim	Prostějov	Olomoucký kraj	79803	17020	49486
0DC3	Ochoz	Prostějov	Olomoucký kraj	79852	16915	49600
0DD7	Olbramice	Olomouc	Olomoucký kraj	78322	17001	49613
0DDD	Oldřichov	Přerov	Olomoucký kraj	75111	17539	49497
0DF2	Olomouc	Olomouc	Olomoucký kraj	77900	17250	49593
0DF8	Olšany	Šumperk	Olomoucký kraj	78962	16859	49965
0DFA	Olšany u Prostějova	Prostějov	Olomoucký kraj	79814	17164	49536
0DFD	Olšovec	Přerov	Olomoucký kraj	75301	17717	49590
0E01	Ondratice	Prostějov	Olomoucký kraj	79807	17063	49363
0E0D	Opatovice	Přerov	Olomoucký kraj	75356	17739	49499
0E12	Oplocany	Přerov	Olomoucký kraj	75101	17260	49409
0E19	Oprostovice	Přerov	Olomoucký kraj	75354	17620	49469
0E31	Osek nad Bečvou	Přerov	Olomoucký kraj	75122	17528	49511
0E38	Oskava	Šumperk	Olomoucký kraj	78801	17132	49895
0E5A	Ostružná	Jeseník	Olomoucký kraj	78825	17051	50185
0E63	Otaslavice	Prostějov	Olomoucký kraj	79806	17071	49388
0E68	Otinoves	Prostějov	Olomoucký kraj	79861	16871	49421
0E85	Palonín	Šumperk	Olomoucký kraj	78983	16952	49729
0E8F	Paršovice	Přerov	Olomoucký kraj	75355	17708	49501
0E90	Partutovice	Přerov	Olomoucký kraj	75301	17708	49631
0E93	Paseka	Olomouc	Olomoucký kraj	78397	17222	49796
0EA6	Pavlov	Šumperk	Olomoucký kraj	78985	16879	49742
0EA9	Pavlovice u Kojetína	Prostějov	Olomoucký kraj	79830	17212	49302
0EAA	Pavlovice u Přerova	Přerov	Olomoucký kraj	75111	17547	49469
0EB9	Pěnčín	Prostějov	Olomoucký kraj	79857	17013	49567
0ED0	Petrov nad Desnou	Šumperk	Olomoucký kraj	78816	17044	50005
0EEA	Písařov	Šumperk	Olomoucký kraj	78991	16801	50005
0EEC	Písečná	Jeseník	Olomoucký kraj	79082	17253	50273
0EFC	Pivín	Prostějov	Olomoucký kraj	79824	17184	49384
0F16	Plumlov	Prostějov	Olomoucký kraj	79803	17015	49466
0F1B	Pňovice	Olomouc	Olomoucký kraj	78401	17161	49721
0F47	Podolí	Přerov	Olomoucký kraj	75116	17530	49445
0F6A	Police	Šumperk	Olomoucký kraj	78973	16996	49814
0F6F	Polkovice	Přerov	Olomoucký kraj	75144	17259	49391
0F76	Polom	Přerov	Olomoucký kraj	75364	17841	49577
0F77	Polomí	Prostějov	Olomoucký kraj	79855	16949	49631
0F8C	Postřelmov	Šumperk	Olomoucký kraj	78969	16912	49907
0F8D	Postřelmůvek	Šumperk	Olomoucký kraj	78901	16879	49922
0F94	Potštát	Přerov	Olomoucký kraj	75362	17651	49637
0FC0	Prosenice	Přerov	Olomoucký kraj	75121	17484	49488
0FC6	PROSTĚJOV	Prostějov	Olomoucký kraj	79601	17106	49472
0FC7	Prostějovičky	Prostějov	Olomoucký kraj	79803	16997	49427
0FCB	Protivanov	Prostějov	Olomoucký kraj	79848	16836	49483
