Id	Obec	Okres	Kraj	PSČ	X	Y
0ED9	Petrovice	Ústí nad Labem	Ústecký kraj	40337	13976	50789
0EF9	Píšťany	Litoměřice	Ústecký kraj	41101	14069	50519
0F14	Ploskovice	Litoměřice	Ústecký kraj	41142	14198	50560
0F19	Pnětluky	Louny	Ústecký kraj	44001	13703	50250
0F23	Počedělice	Louny	Ústecký kraj	44001	13887	50371
0F27	Podbořanský Rohozec	Louny	Ústecký kraj	44101	13262	50216
0F28	Podbořany	Louny	Ústecký kraj	44101	13412	50229
0F4C	Podsedice	Litoměřice	Ústecký kraj	41115	13948	50472
0F63	Polepy	Litoměřice	Ústecký kraj	41147	14264	50505
0F65	Polerady	Most	Ústecký kraj	43401	13652	50444
0F8A	Postoloprty	Louny	Ústecký kraj	43942	13703	50359
0F9A	Povrly	Ústí nad Labem	Ústecký kraj	40332	14160	50672
0FA2	Prackovice nad Labem	Litoměřice	Ústecký kraj	41133	14032	50569
0FB6	Proboštov	Teplice	Ústecký kraj	41712	13836	50667
0FFB	Přestanov	Ústí nad Labem	Ústecký kraj	40317	13920	50686
0FFF	Přestavlky	Litoměřice	Ústecký kraj	41301	14193	50403
1048	Račetice	Chomutov	Ústecký kraj	43801	13364	50305
104C	Račice	Litoměřice	Ústecký kraj	41108	14351	50461
1050	Račiněves	Litoměřice	Ústecký kraj	41301	14218	50373
1076	Radonice	Chomutov	Ústecký kraj	43155	13284	50298
1084	Radovesice	Litoměřice	Ústecký kraj	41002	14068	50411
109D	Raná	Louny	Ústecký kraj	43924	13779	50411
10BC	Ročov	Louny	Ústecký kraj	43967	13774	50253
10CF	Rochov	Litoměřice	Ústecký kraj	41301	14117	50459
10D1	Rokle	Chomutov	Ústecký kraj	43201	13298	50353
10EE	Roudnice nad Labem	Litoměřice	Ústecký kraj	41301	14260	50425
1114	Rtyně nad Bílinou	Teplice	Ústecký kraj	41762	13908	50603
1126	Rumburk	Děčín	Ústecký kraj	40801	14555	50953
112D	Růžová	Děčín	Ústecký kraj	40502	14293	50842
1139	Rybniště	Děčín	Ústecký kraj	40751	14515	50880
113F	Ryjice	Ústí nad Labem	Ústecký kraj	40331	14092	50688
114B	Řehlovice	Ústí nad Labem	Ústecký kraj	40313	13954	50607
1190	Sedlec	Litoměřice	Ústecký kraj	41115	14016	50450
11C2	Siřejovice	Litoměřice	Ústecký kraj	41002	14071	50478
11E5	Skršín	Most	Ústecký kraj	43401	13754	50465
1204	Slatina	Litoměřice	Ústecký kraj	41002	14038	50430
120F	Slavětín	Louny	Ústecký kraj	43909	13907	50350
123B	Smolnice	Louny	Ústecký kraj	43914	13848	50308
1244	Snědovice	Litoměřice	Ústecký kraj	41174	14387	50503
1274	Spořice	Chomutov	Ústecký kraj	43101	13391	50441
1279	Srbice	Teplice	Ústecký kraj	41501	13869	50660
127A	Srbská Kamenice	Děčín	Ústecký kraj	40715	14352	50820
128B	Staňkovice	Litoměřice	Ústecký kraj	41201	14167	50589
128C	Staňkovice	Louny	Ústecký kraj	43949	13571	50349
12A4	Staré Křečany	Děčín	Ústecký kraj	40761	14496	50950
12BF	Starý Šachov	Děčín	Ústecký kraj	40502	14360	50715
12CA	Stebno	Ústí nad Labem	Ústecký kraj	40002	14017	50615
12ED	Straškov-Vodochody	Litoměřice	Ústecký kraj	41184	14249	50363
130B	Strupčice	Chomutov	Ústecký kraj	43114	13530	50471
135F	Sulejovice	Litoměřice	Ústecký kraj	41111	14037	50498
137F	Světec	Teplice	Ústecký kraj	41753	13811	50576
13DC	Šluknov	Děčín	Ústecký kraj	40777	14452	51003
13F3	Štětí	Litoměřice	Ústecký kraj	41108	14374	50453
1417	Tašov	Ústí nad Labem	Ústecký kraj	40002	14135	50614
1424	Těchlovice	Děčín	Ústecký kraj	40502	14205	50696
142A	Telnice	Ústí nad Labem	Ústecký kraj	40338	13957	50733
1431	Teplice	Teplice	Ústecký kraj	41501	13835	50644
1438	Terezín	Litoměřice	Ústecký kraj	41155	14150	50511
144B	Tisá	Ústí nad Labem	Ústecký kraj	40336	14031	50784
1462	Toužetín	Louny	Ústecký kraj	44001	13886	50315
1467	Travčice	Litoměřice	Ústecký kraj	41201	14189	50503
146E	Trmice	Ústí nad Labem	Ústecký kraj	40004	13994	50642
1476	Trnovany	Litoměřice	Ústecký kraj	41201	14179	50543
1498	Třebenice	Litoměřice	Ústecký kraj	41113	13990	50476
14A3	Třebívlice	Litoměřice	Ústecký kraj	41115	13899	50458
14B1	Třebušín	Litoměřice	Ústecký kraj	41201	14205	50599
14CC	Tuchořice	Louny	Ústecký kraj	43969	13662	50284
14F5	Údlice	Chomutov	Ústecký kraj	43141	13457	50440
14FA	Úherce	Louny	Ústecký kraj	44001	13949	50298
152A	Újezdeček	Teplice	Ústecký kraj	41501	13789	50645
